"","Team","Conf Semis","Conf Finals","Finals","Champs"
"1","ATL",1,1,0.5273,0.304
"2","SKC",1,1,0.6002,0.2829
"3","NYRB",1,1,0.4727,0.2622
"4","POR",1,1,0.3998,0.1509
